Código do Município;Município;Estado;Ano de Referência;Tipo de serviço;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;POP_URB - População urbana do município do ano de referência (Fonte: IBGE):;AG001 - População total atendida com abastecimento de água;AG026 - População urbana atendida com abastecimento de água;ES001 - População total atendida com esgotamento sanitário
420287;Brunópolis;SC;2015;Água         ;2.639;653;2.639;653;
420290;Brusque;SC;2015;Água         ;122.775;118.728;118.728;118.728;
420300;Caçador;SC;2015;Água         ;75.812;69.057;63.062;63.062;
420300;Caçador;SC;2015;Esgoto       ;75.812;69.057;;;3.339
420310;Caibi;SC;2015;Água         ;6.243;3.592;4.036;3.592;
420315;Calmon;SC;2015;Água         ;3.398;2.122;2.316;2.122;
420320;Camboriú;SC;2015;Água         ;74.434;70.698;72.261;70.200;
420330;Campo Alegre;SC;2015;Água         ;11.992;7.387;11.992;7.381;
420340;Campo Belo do Sul;SC;2015;Água         ;7.297;4.296;5.051;4.296;
420350;Campo Erê;SC;2015;Água         ;8.993;6.000;7.513;6.000;
420360;Campos Novos;SC;2015;Água e Esgoto;35.054;28.903;33.948;28.350;25.067
420370;Canelinha;SC;2015;Água         ;11.617;7.369;9.230;7.369;
420380;Canoinhas;SC;2015;Água         ;54.188;40.332;45.848;40.332;
420325;Capão Alto;SC;2015;Água         ;2.654;927;1.162;927;
420390;Capinzal;SC;2015;Água e Esgoto;22.129;18.917;18.917;18.917;1.281
420400;Catanduvas;SC;2015;Água e Esgoto;10.374;8.788;8.965;8.788;5.332
420410;Caxambu do Sul;SC;2015;Água         ;4.028;1.968;2.463;1.968;
420415;Celso Ramos;SC;2015;Água         ;2.776;874;1.311;874;
420417;Cerro Negro;SC;2015;Água         ;3.362;717;1.089;717;
420419;Chapadão do Lageado;SC;2015;Água         ;2.912;541;369;369;
420420;Chapecó;SC;2015;Água e Esgoto;205.795;188.508;179.495;179.495;67.304
420425;Cocal do Sul;SC;2015;Água         ;16.156;13.531;16.137;13.386;
420430;Concórdia;SC;2015;Água e Esgoto;72.642;58.080;63.525;58.080;3.741
420435;Cordilheira Alta;SC;2015;Água e Esgoto;4.184;1.608;3.200;1.201;930
420440;Coronel Freitas;SC;2015;Água         ;10.201;6.060;6.111;6.060;
420445;Coronel Martins;SC;2015;Água         ;2.534;706;961;706;
420445;Coronel Martins;SC;2015;Esgoto       ;2.534;706;;;200
420455;Correia Pinto;SC;2015;Água         ;13.826;11.242;13.801;11.242;
420450;Corupá;SC;2015;Água         ;15.132;11.655;12.833;11.549;
420460;Criciúma;SC;2015;Água e Esgoto;206.918;204.037;206.918;204.037;55.577
420470;Cunha Porã;SC;2015;Água         ;10.982;6.746;7.173;6.746;
420475;Cunhataí;SC;2015;Água         ;1.943;587;753;587;
420480;Curitibanos;SC;2015;Água         ;39.231;36.135;34.525;34.525;
420490;Descanso;SC;2015;Água         ;8.505;4.233;3.871;3.871;
420500;Dionísio Cerqueira;SC;2015;Água e Esgoto;15.339;10.554;10.758;10.554;5.107
420510;Dona Emma;SC;2015;Água         ;3.997;2.007;2.290;2.007;
420515;Doutor Pedrinho;SC;2015;Água         ;3.937;2.206;2.572;2.206;
420519;Ermo;SC;2015;Água         ;2.078;627;603;603;
420520;Erval Velho;SC;2015;Água         ;4.464;2.915;3.516;2.915;
420530;Faxinal dos Guedes;SC;2015;Esgoto       ;10.771;7.798;;;7.798
420530;Faxinal dos Guedes;SC;2015;Água         ;10.771;7.798;8.846;7.798;
420535;Flor do Sertão;SC;2015;Água         ;1.600;330;700;330;
420540;Florianópolis;SC;2015;Água e Esgoto;469.690;451.901;469.690;451.901;270.045
420543;Formosa do Sul;SC;2015;Água         ;2.576;1.074;1.304;1.074;
420545;Forquilhinha;SC;2015;Água         ;25.129;20.535;24.747;20.535;
420550;Fraiburgo;SC;2015;Água e Esgoto;35.942;31.509;29.028;29.028;4.968
420560;Galvão;SC;2015;Água         ;3.217;2.175;2.226;2.175;
420570;Garopaba;SC;2015;Água         ;21.061;17.789;18.899;17.789;
420590;Gaspar;SC;2015;Água         ;65.024;52.850;61.918;52.850;
420600;Governador Celso Ramos;SC;2015;Água         ;13.944;13.143;13.944;12.999;
420610;Grão Pará;SC;2015;Água         ;6.478;3.143;3.019;3.019;
420620;Gravatal;SC;2015;Água e Esgoto;11.231;4.692;7.453;4.692;1.890
420630;Guabiruba;SC;2015;Água         ;21.612;20.013;13.805;13.805;
420640;Guaraciaba;SC;2015;Água         ;10.374;4.866;5.518;4.866;
420650;Guaramirim;SC;2015;Água         ;40.878;32.596;32.420;29.510;
420660;Guarujá do Sul;SC;2015;Água         ;5.097;2.757;3.777;2.757;
420665;Guatambú;SC;2015;Água         ;4.739;1.771;3.139;1.771;
420670;Herval D Oeste;SC;2015;Água e Esgoto;22.204;19.708;20.121;19.700;13.533
420675;Ibiam;SC;2015;Água         ;1.970;704;835;704;
420680;Ibicaré;SC;2015;Água         ;3.313;1.529;2.067;1.529;
420690;Ibirama;SC;2015;Água         ;18.412;15.738;16.718;15.738;
420700;Içara;SC;2015;Água         ;53.145;48.701;48.282;48.282;
420710;Ilhota;SC;2015;Água         ;13.493;8.625;9.837;8.625;
420720;Imaruí;SC;2015;Água         ;10.933;3.751;3.751;3.751;
420730;Imbituba;SC;2015;Água e Esgoto;43.168;43.168;43.168;43.168;1.923
420740;Imbuia;SC;2015;Água         ;6.040;2.662;2.355;2.355;
420750;Indaial;SC;2015;Água         ;63.489;61.259;63.489;61.259;
420757;Iomerê;SC;2015;Água         ;2.880;954;1.203;954;
420760;Ipira;SC;2015;Água         ;4.637;2.460;2.838;2.460;
420765;Iporã do Oeste;SC;2015;Água         ;8.823;4.325;5.091;4.325;
420768;Ipuaçu;SC;2015;Água         ;7.262;1.471;1.771;1.471;
420770;Ipumirim;SC;2015;Água         ;7.499;3.270;4.330;3.270;
420775;Iraceminha;SC;2015;Água         ;4.139;1.429;1.543;1.429;
420780;Irani;SC;2015;Água         ;10.118;6.922;7.720;6.922;
420785;Irati;SC;2015;Água         ;2.025;434;1.990;434;
420790;Irineópolis;SC;2015;Água         ;10.989;3.701;4.081;3.701;
420800;Itá;SC;2015;Água         ;6.347;4.007;4.711;4.007;
420810;Itaiópolis;SC;2015;Água         ;21.263;11.246;13.328;11.246;
420820;Itajaí;SC;2015;Água e Esgoto;205.271;194.165;203.218;192.223;42.619
420830;Itapema;SC;2015;Água e Esgoto;57.089;55.670;55.670;55.670;33.474
420840;Itapiranga;SC;2015;Água e Esgoto;16.398;8.105;16.398;8.105;7.410
420845;Itapoá;SC;2015;Água         ;18.137;17.411;18.137;17.411;
420850;Ituporanga;SC;2015;Água         ;24.061;16.039;18.126;16.039;
420860;Jaborá;SC;2015;Água         ;4.023;1.598;2.217;1.598;
420870;Jacinto Machado;SC;2015;Água         ;10.608;5.133;4.900;4.116;
420880;Jaguaruna;SC;2015;Água         ;18.980;14.488;2.680;0;
420880;Jaguaruna;SC;2015;Água         ;18.980;14.488;16.300;13.100;
420890;Jaraguá do Sul;SC;2015;Água e Esgoto;163.735;151.925;160.460;151.621;91.691
420895;Jardinópolis;SC;2015;Água         ;1.672;756;1.083;756;
420900;Joaçaba;SC;2015;Água e Esgoto;29.008;26.758;28.453;26.750;12.967
420910;Joinville;SC;2015;Água e Esgoto;562.151;543.127;555.628;539.026;165.639
420915;José Boiteux;SC;2015;Água         ;4.862;1.659;2.172;1.659;
420917;Jupiá;SC;2015;Água         ;2.142;1.041;1.239;1.041;
420920;Lacerdópolis;SC;2015;Água         ;2.246;1.185;1.483;1.185;
420930;Lages;SC;2015;Água e Esgoto;158.732;155.906;154.987;154.987;48.088
420940;Laguna;SC;2015;Água e Esgoto;44.650;35.205;44.650;35.205;12.101
420945;Lajeado Grande;SC;2015;Água         ;1.470;639;1.216;639;
420950;Laurentino;SC;2015;Água         ;6.598;4.807;5.630;4.807;
420960;Lauro Muller;SC;2015;Água         ;14.996;11.592;8.899;8.899;
420970;Lebon Régis;SC;2015;Água         ;12.105;7.692;8.163;7.692;
420980;Leoberto Leal;SC;2015;Água         ;3.218;784;809;784;
420985;Lindóia do Sul;SC;2015;Água         ;4.644;1.931;2.489;1.931;
420990;Lontras;SC;2015;Água         ;11.393;7.801;8.767;7.801;
421000;Luiz Alves;SC;2015;Água         ;11.908;3.715;4.029;3.715;
421003;Luzerna;SC;2015;Água e Esgoto;5.701;4.336;5.142;4.330;3.884
421005;Macieira;SC;2015;Água         ;1.815;498;654;498;
421010;Mafra;SC;2015;Água         ;55.313;43.193;49.810;43.193;
421020;Major Gercino;SC;2015;Água         ;3.402;1.296;987;987;
421030;Major Vieira;SC;2015;Água         ;7.899;3.127;2.937;2.937;
421040;Maracajá;SC;2015;Água         ;6.963;4.628;4.597;4.597;
421050;Maravilha;SC;2015;Água         ;24.345;19.923;21.900;19.923;
421055;Marema;SC;2015;Água         ;1.999;690;952;690;
421060;Massaranduba;SC;2015;Água         ;16.024;8.306;8.025;7.988;
421070;Matos Costa;SC;2015;Água         ;2.690;1.388;1.632;1.388;
421080;Meleiro;SC;2015;Água         ;7.066;3.683;3.679;3.643;
421085;Mirim Doce;SC;2015;Esgoto       ;2.424;1.159;;;1.159
421085;Mirim Doce;SC;2015;Água         ;2.424;1.159;1.105;1.105;
421090;Modelo;SC;2015;Água         ;4.169;2.775;3.036;2.775;
421100;Mondaí;SC;2015;Água         ;11.189;6.895;6.536;6.536;
421105;Monte Carlo;SC;2015;Água e Esgoto;9.695;8.408;8.300;8.300;471
421110;Monte Castelo;SC;2015;Água         ;8.475;4.924;5.574;4.924;
421120;Morro da Fumaça;SC;2015;Água         ;17.213;14.797;16.097;14.797;
421125;Morro Grande;SC;2015;Água         ;2.921;764;1.200;700;
421140;Nova Erechim;SC;2015;Água         ;4.729;3.552;3.603;3.552;
421145;Nova Itaberaba;SC;2015;Água         ;4.339;1.556;1.556;1.556;
421150;Nova Trento;SC;2015;Água         ;13.621;10.201;10.201;10.201;
421160;Nova Veneza;SC;2015;Água         ;14.470;9.706;11.099;9.706;
421165;Novo Horizonte;SC;2015;Água         ;2.606;873;898;873;
421170;Orleans;SC;2015;Água e Esgoto;22.449;16.878;20.700;16.086;17.774
421175;Otacílio Costa;SC;2015;Água         ;17.835;16.256;16.947;16.256;
421180;Ouro;SC;2015;Água         ;7.399;4.862;4.862;4.862;
421185;Ouro Verde;SC;2015;Água         ;2.263;712;1.043;712;
421187;Paial;SC;2015;Água         ;1.637;312;450;312;
421189;Painel;SC;2015;Água         ;2.381;956;1.101;956;
421190;Palhoça;SC;2015;Água e Esgoto;157.833;155.508;151.852;150.128;16.300
421200;Palma Sola;SC;2015;Água         ;7.652;4.403;5.458;4.403;
421205;Palmeira;SC;2015;Água         ;2.537;989;1.220;989;
421210;Palmitos;SC;2015;Água         ;16.262;10.020;10.162;10.020;
421220;Papanduva;SC;2015;Água         ;18.793;9.627;10.359;9.414;
421223;Paraíso;SC;2015;Água         ;3.763;1.338;1.531;1.338;
421225;Passo de Torres;SC;2015;Água         ;7.912;7.012;5.061;5.061;
421227;Passos Maia;SC;2015;Água         ;4.314;1.071;1.548;1.071;
421230;Paulo Lopes;SC;2015;Água         ;7.203;5.188;4.515;4.515;
421250;Penha;SC;2015;Água         ;29.493;27.056;27.854;27.056;
421260;Peritiba;SC;2015;Água         ;2.906;1.440;1.847;1.440;
421265;Pescaria Brava;SC;2015;Água         ;9.835;7.755;2.556;2.556;
421270;Petrolândia;SC;2015;Água         ;6.080;2.206;2.230;2.206;
421290;Pinhalzinho;SC;2015;Água         ;18.696;15.586;16.714;15.586;
421300;Pinheiro Preto;SC;2015;Esgoto       ;3.396;1.835;;;854
421300;Pinheiro Preto;SC;2015;Água         ;3.396;1.835;2.321;1.835;
421310;Piratuba;SC;2015;Água         ;4.316;2.575;4.295;2.575;
421320;Pomerode;SC;2015;Água e Esgoto;31.181;26.760;26.760;26.760;205
421330;Ponte Alta;SC;2015;Água         ;4.825;3.528;4.025;3.528;
421335;Ponte Alta do Norte;SC;2015;Água         ;3.397;3.093;3.045;3.045;
421340;Ponte Serrada;SC;2015;Água         ;11.452;7.915;7.561;7.561;
421350;Porto Belo;SC;2015;Água         ;19.189;18.096;18.495;18.096;
421360;Porto União;SC;2015;Água e Esgoto;34.882;29.438;29.673;29.438;4.022
421360;Porto União;SC;2015;Água         ;34.882;29.438;815;815;
421370;Pouso Redondo;SC;2015;Água         ;16.424;10.007;8.600;8.600;
421380;Praia Grande;SC;2015;Água e Esgoto;7.370;4.358;4.500;4.300;1.500
421390;Presidente Castello Branco;SC;2015;Água         ;1.650;529;740;529;
421400;Presidente Getúlio;SC;2015;Água         ;16.474;11.658;12.680;11.658;
421410;Presidente Nereu;SC;2015;Esgoto       ;2.309;817;;;2.300
421410;Presidente Nereu;SC;2015;Água         ;2.309;817;842;817;
421415;Princesa;SC;2015;Água         ;2.877;1.047;1.389;1.047;
421420;Quilombo;SC;2015;Esgoto       ;10.149;5.690;;;700
421420;Quilombo;SC;2015;Água         ;10.149;5.690;6.801;5.690;
421430;Rancho Queimado;SC;2015;Água e Esgoto;2.849;1.337;1.335;1.335;798
421440;Rio das Antas;SC;2015;Água         ;6.246;2.786;3.295;2.786;
421450;Rio do Campo;SC;2015;Água         ;6.113;2.598;3.848;2.598;
421460;Rio do Oeste;SC;2015;Água         ;7.392;3.534;4.438;3.534;
421470;Rio dos Cedros;SC;2015;Água         ;11.157;5.544;6.138;5.544;
421480;Rio do Sul;SC;2015;Água         ;67.237;62.389;66.652;62.389;
421490;Rio Fortuna;SC;2015;Água         ;4.582;1.570;1.934;1.570;
421500;Rio Negrinho;SC;2015;Água e Esgoto;41.602;37.950;41.185;37.655;7.100
421505;Rio Rufino;SC;2015;Água         ;2.485;702;1.044;700;
421507;Riqueza;SC;2015;Água         ;4.740;2.110;2.649;2.110;
421510;Rodeio;SC;2015;Água         ;11.380;9.819;8.209;8.209;
421520;Romelândia;SC;2015;Água         ;5.220;1.888;2.011;1.888;
421530;Salete;SC;2015;Água         ;7.594;5.139;5.407;5.139;
421535;Saltinho;SC;2015;Água         ;3.897;1.235;1.790;1.235;
421540;Salto Veloso;SC;2015;Água         ;4.576;3.620;3.819;3.620;
421545;Sangão;SC;2015;Água         ;11.767;5.494;5.750;5.290;
421550;Santa Cecília;SC;2015;Água         ;16.510;14.316;13.702;13.702;
421555;Santa Helena;SC;2015;Água         ;2.309;855;1.700;855;
421560;Santa Rosa de Lima;SC;2015;Água         ;2.128;534;650;534;
421565;Santa Rosa do Sul;SC;2015;Água         ;8.309;3.865;8.100;3.859;
421567;Santa Terezinha;SC;2015;Água         ;8.864;1.530;1.801;1.530;
421568;Santa Terezinha do Progresso;SC;2015;Água         ;2.666;496;1.112;492;
421569;Santiago do Sul;SC;2015;Água         ;1.365;606;1.365;606;
421570;Santo Amaro da Imperatriz;SC;2015;Água         ;21.920;16.554;21.920;16.554;
421580;São Bento do Sul;SC;2015;Água e Esgoto;80.936;77.076;79.746;75.759;18.365
421575;São Bernardino;SC;2015;Água         ;2.545;684;964;684;
421590;São Bonifácio;SC;2015;Água         ;2.944;670;774;670;
421600;São Carlos;SC;2015;Água         ;10.944;7.340;7.942;7.340;
421605;São Cristovão do Sul;SC;2015;Água         ;5.360;4.064;4.091;4.064;
421610;São Domingos;SC;2015;Água         ;9.516;6.330;7.064;6.330;
421620;São Francisco do Sul;SC;2015;Água         ;48.606;45.142;42.774;42.774;
421630;São João Batista;SC;2015;Água         ;32.720;29.345;29.900;29.345;
421635;São João do Itaperiú;SC;2015;Água         ;3.634;2.037;1.691;1.691;
421625;São João do Oeste;SC;2015;Água         ;6.260;2.198;4.024;2.189;
421640;São João do Sul;SC;2015;Água         ;7.226;1.622;995;995;
421650;São Joaquim;SC;2015;Água e Esgoto;26.247;18.589;19.647;18.589;6.661
421660;São José;SC;2015;Água e Esgoto;232.309;229.550;232.309;229.550;85.353
421670;São José do Cedro;SC;2015;Água         ;13.901;8.581;10.191;8.400;
421680;São José do Cerrito;SC;2015;Água         ;8.823;2.371;2.512;2.371;
421690;São Lourenço do Oeste;SC;2015;Água         ;23.245;18.005;19.051;18.005;
421700;São Ludgero;SC;2015;Água e Esgoto;12.441;11.162;11.238;11.162;10.970
421710;São Martinho;SC;2015;Água         ;3.224;1.237;948;948;
421715;São Miguel da Boa Vista;SC;2015;Água         ;1.872;432;1.013;398;
421720;São Miguel do Oeste;SC;2015;Água         ;38.984;34.430;29.628;29.628;
421725;São Pedro de Alcântara;SC;2015;Água         ;5.373;4.259;4.259;4.259;
421730;Saudades;SC;2015;Água         ;9.524;5.412;5.678;5.412;
421740;Schroeder;SC;2015;Água         ;18.827;16.844;17.132;16.507;
421750;Seara;SC;2015;Água         ;17.439;11.930;10.954;10.954;
421755;Serra Alta;SC;2015;Água e Esgoto;3.312;1.850;2.791;1.680;120
421760;Siderópolis;SC;2015;Água         ;13.686;10.583;11.498;10.583;
421770;Sombrio;SC;2015;Água e Esgoto;28.966;21.374;21.000;21.000;14.000
421775;Sul Brasil;SC;2015;Água         ;2.624;959;1.706;959;
421780;Taió;SC;2015;Água         ;18.060;10.426;11.827;10.426;
421790;Tangará;SC;2015;Água         ;8.757;5.032;5.340;5.032;
421795;Tigrinhos;SC;2015;Água         ;1.720;336;1.720;336;
421800;Tijucas;SC;2015;Água         ;35.402;29.733;33.000;29.200;
421810;Timbé do Sul;SC;2015;Água         ;5.382;1.871;3.800;1.871;
421820;Timbó;SC;2015;Água         ;41.283;38.501;39.800;38.200;
421825;Timbó Grande;SC;2015;Água         ;7.632;4.348;4.841;4.348;
421835;Treviso;SC;2015;Água         ;3.785;1.967;2.754;1.949;
421840;Treze de Maio;SC;2015;Água         ;7.067;3.495;2.541;2.541;
421850;Treze Tílias;SC;2015;Água e Esgoto;7.237;5.381;5.932;5.381;2.009
421860;Trombudo Central;SC;2015;Água         ;7.057;4.416;5.541;4.416;
421870;Tubarão;SC;2015;Água         ;102.883;93.211;96.806;92.122;
421875;Tunápolis;SC;2015;Água e Esgoto;4.628;1.416;4.010;682;70
421880;Turvo;SC;2015;Água         ;12.551;8.380;8.354;8.354;
421885;União do Oeste;SC;2015;Água         ;2.700;1.027;1.467;1.027;
421890;Urubici;SC;2015;Água         ;11.102;7.332;6.655;6.655;
421895;Urupema;SC;2015;Água         ;2.497;1.239;1.394;1.239;
421900;Urussanga;SC;2015;Água e Esgoto;21.003;11.845;19.200;11.745;3.240
421910;Vargeão;SC;2015;Água         ;3.590;1.850;2.127;1.850;
421915;Vargem;SC;2015;Água         ;2.630;839;1.700;750;
421917;Vargem Bonita;SC;2015;Água         ;4.674;2.611;3.420;2.611;
421920;Vidal Ramos;SC;2015;Água         ;6.366;1.814;2.382;1.814;
421930;Videira;SC;2015;Água         ;50.926;46.251;49.110;46.251;
421935;Vitor Meireles;SC;2015;Água         ;5.123;1.422;2.070;1.422;
421940;Witmarsum;SC;2015;Água         ;3.841;902;1.961;902;
421950;Xanxerê;SC;2015;Água         ;48.370;42.906;28.131;28.131;
421960;Xavantina;SC;2015;Água         ;4.067;1.098;941;941;
421970;Xaxim;SC;2015;Água         ;27.630;22.530;22.948;22.530;
280010;Amparo de São Francisco;SE;2015;Água         ;2.374;1.920;2.088;1.708;
280020;Aquidabã;SE;2015;Água         ;21.312;12.174;18.959;10.907;
280030;Aracaju;SE;2015;Água e Esgoto;632.744;632.744;627.728;627.728;252.630
280040;Arauá;SE;2015;Água         ;10.574;4.362;7.151;4.306;
280050;Areia Branca;SE;2015;Água         ;18.164;8.826;14.333;8.767;
280060;Barra dos Coqueiros;SE;2015;Água e Esgoto;28.677;23.981;27.563;23.187;15.417
280067;Boquim;SE;2015;Água         ;26.750;16.756;16.613;13.189;
280070;Brejo Grande;SE;2015;Água         ;8.218;4.269;6.399;3.620;
280100;Campo do Brito;SE;2015;Água         ;17.858;8.882;14.608;8.785;
280110;Canhoba;SE;2015;Água         ;4.057;1.537;4.005;1.520;
280120;Canindé de São Francisco;SE;2015;Água         ;28.279;16.110;19.011;11.781;
280130;Capela;SE;2015;Água         ;33.374;21.419;33.374;21.419;
280140;Carira;SE;2015;Água         ;21.484;11.991;19.439;11.672;
280150;Carmópolis;SE;2015;Água         ;15.622;12.398;15.622;12.398;
280160;Cedro de São João;SE;2015;Água         ;5.890;5.265;5.675;5.174;
280170;Cristinápolis;SE;2015;Água         ;17.911;9.038;12.248;8.918;
280190;Cumbe;SE;2015;Água         ;3.985;2.373;3.861;2.293;
280200;Divina Pastora;SE;2015;Água         ;4.890;2.373;2.206;2.206;
280210;Estância;SE;2015;Água e Esgoto;68.405;58.157;62.536;55.731;1.040
280210;Estância;SE;2015;Água         ;68.405;58.157;2.394;2.394;
280220;Feira Nova;SE;2015;Água         ;5.573;3.755;5.385;3.636;
280230;Frei Paulo;SE;2015;Água         ;15.047;8.907;14.689;8.739;
280240;Gararu;SE;2015;Água         ;11.724;2.911;10.421;2.332;
280250;General Maynard;SE;2015;Água         ;3.231;2.033;1.977;1.977;
280260;Gracho Cardoso;SE;2015;Água         ;5.848;2.800;5.767;2.756;
280270;Ilha das Flores;SE;2015;Água         ;8.597;5.597;7.647;4.806;
280280;Indiaroba;SE;2015;Água         ;17.385;6.133;7.360;3.986;
280290;Itabaiana;SE;2015;Esgoto       ;93.572;72.851;;;18.000
280290;Itabaiana;SE;2015;Água         ;93.572;72.851;91.832;71.231;
280300;Itabaianinha;SE;2015;Água         ;41.404;20.653;26.435;20.117;
280310;Itabi;SE;2015;Água         ;5.017;2.777;4.923;2.747;
280320;Itaporanga d Ajuda;SE;2015;Água         ;33.317;13.000;20.905;6.981;
280330;Japaratuba;SE;2015;Água         ;18.288;8.570;15.526;8.441;
280330;Japaratuba;SE;2015;Esgoto       ;18.288;8.570;;;8.570
280340;Japoatã;SE;2015;Água         ;13.245;4.414;10.028;4.288;
280350;Lagarto;SE;2015;Água e Esgoto;102.257;52.677;85.282;51.902;6.462
280360;Laranjeiras;SE;2015;Água         ;29.130;23.017;18.680;17.601;
280370;Macambira;SE;2015;Água         ;6.824;3.265;5.760;3.176;
280370;Macambira;SE;2015;Esgoto       ;6.824;3.265;;;2.745
280380;Malhada dos Bois;SE;2015;Água         ;3.653;1.691;3.553;1.651;
280390;Malhador;SE;2015;Água         ;12.598;5.886;12.028;5.748;
280400;Maruim;SE;2015;Água         ;17.151;12.636;12.469;12.469;
280410;Moita Bonita;SE;2015;Esgoto       ;11.395;4.765;;;11.395
280410;Moita Bonita;SE;2015;Água         ;11.395;4.765;7.230;4.674;
280420;Monte Alegre de Sergipe;SE;2015;Água         ;14.853;8.767;12.572;8.554;
280430;Muribeca;SE;2015;Água         ;7.642;3.421;7.485;3.356;
280440;Neópolis;SE;2015;Água         ;18.958;10.774;13.506;10.641;
280445;Nossa Senhora Aparecida;SE;2015;Água         ;8.830;3.586;8.724;3.534;
280445;Nossa Senhora Aparecida;SE;2015;Esgoto       ;8.830;3.586;;;8.543
280450;Nossa Senhora da Glória;SE;2015;Água         ;35.726;23.765;35.129;23.453;
280460;Nossa Senhora das Dores;SE;2015;Água         ;26.240;17.109;24.208;16.368;
280470;Nossa Senhora de Lourdes;SE;2015;Água         ;6.494;3.426;6.246;3.300;
280480;Nossa Senhora do Socorro;SE;2015;Água e Esgoto;177.344;171.826;138.980;138.980;49.763
280490;Pacatuba;SE;2015;Água         ;14.164;2.898;6.457;2.808;
280500;Pedra Mole;SE;2015;Água         ;3.199;1.288;3.139;1.269;
280510;Pedrinhas;SE;2015;Água         ;9.449;6.922;3.940;3.069;
280520;Pinhão;SE;2015;Água         ;6.440;3.578;5.424;3.397;
280530;Pirambu;SE;2015;Água         ;9.063;5.313;8.879;5.181;
280540;Poço Redondo;SE;2015;Água         ;33.757;9.333;18.346;8.328;
280550;Poço Verde;SE;2015;Água         ;23.416;13.115;20.069;12.942;
280560;Porto da Folha;SE;2015;Água         ;28.492;10.449;27.942;10.308;
280570;Propriá;SE;2015;Água         ;29.655;25.422;28.135;25.123;
280580;Riachão do Dantas;SE;2015;Água         ;19.976;5.020;10.890;4.837;
280590;Riachuelo;SE;2015;Água         ;10.033;8.424;8.102;8.102;
280600;Ribeirópolis;SE;2015;Água         ;18.362;12.754;16.400;12.231;
280610;Rosário do Catete;SE;2015;Esgoto       ;10.364;7.316;;;10.364
280610;Rosário do Catete;SE;2015;Água         ;10.364;7.316;7.185;7.185;
280620;Salgado;SE;2015;Água         ;20.083;6.942;11.290;6.239;
280630;Santa Luzia do Itanhy;SE;2015;Água         ;13.836;3.110;3.369;1.683;
280640;Santana do São Francisco;SE;2015;Água         ;7.607;4.889;6.672;4.399;
280650;Santa Rosa de Lima;SE;2015;Água         ;3.913;2.230;3.662;2.207;
280660;Santo Amaro das Brotas;SE;2015;Água         ;12.025;8.654;8.461;8.461;
280670;São Cristóvão;SE;2015;Água e Esgoto;86.979;73.525;57.129;57.129;24.458
280680;São Domingos;SE;2015;Água         ;10.971;5.498;6.998;5.426;
280690;São Francisco;SE;2015;Água         ;3.847;2.697;2.509;2.509;
280700;São Miguel do Aleixo;SE;2015;Água         ;3.902;1.843;2.971;1.750;
280710;Simão Dias;SE;2015;Água e Esgoto;40.526;21.389;28.171;20.912;2.825
280720;Siriri;SE;2015;Água         ;8.677;3.448;3.340;3.340;
280730;Telha;SE;2015;Água         ;3.170;1.208;3.113;1.190;
280740;Tobias Barreto;SE;2015;Água         ;51.375;34.465;40.134;32.229;
280750;Tomar do Geru;SE;2015;Água         ;13.200;4.941;7.279;4.851;
280760;Umbaúba;SE;2015;Água         ;24.545;15.233;9.936;9.340;
350010;Adamantina;SP;2015;Água e Esgoto;35.048;33.131;34.712;33.131;34.353
350020;Adolfo;SP;2015;Água e Esgoto;3.623;3.259;3.623;3.259;3.623
350040;Águas da Prata;SP;2015;Água e Esgoto;8.025;7.165;7.612;7.165;6.991
350050;Águas de Lindóia;SP;2015;Água e Esgoto;18.313;18.149;18.149;18.149;18.049
350055;Águas de Santa Bárbara;SP;2015;Água e Esgoto;5.944;4.520;4.027;4.027;2.899
350060;Águas de São Pedro;SP;2015;Água e Esgoto;3.139;3.139;2.897;2.897;2.715
350070;Agudos;SP;2015;Água e Esgoto;36.524;34.904;35.919;34.904;34.783
350075;Alambari;SP;2015;Água e Esgoto;5.560;4.180;4.409;4.180;2.664
350080;Alfredo Marcondes;SP;2015;Água e Esgoto;4.101;3.431;3.922;3.431;3.627
350090;Altair;SP;2015;Água e Esgoto;4.060;3.216;3.258;3.216;3.180
350100;Altinópolis;SP;2015;Água e Esgoto;16.179;14.136;14.136;14.136;14.136
350110;Alto Alegre;SP;2015;Água e Esgoto;4.173;3.290;3.308;3.290;3.166
350115;Alumínio;SP;2015;Água e Esgoto;18.061;15.148;11.802;11.802;10.701
350120;Álvares Florence;SP;2015;Água e Esgoto;3.853;2.618;3.567;2.600;3.567
350130;Álvares Machado;SP;2015;Água e Esgoto;24.651;22.208;24.651;22.208;23.816
350140;Álvaro de Carvalho;SP;2015;Água e Esgoto;5.030;3.193;3.206;3.193;3.179
350150;Alvinlândia;SP;2015;Água e Esgoto;3.168;2.844;2.885;2.844;2.817
350160;Americana;SP;2015;Água e Esgoto;229.322;228.251;229.322;228.251;229.322
350170;Américo Brasiliense;SP;2015;Água e Esgoto;38.202;37.913;37.913;37.913;37.913
350180;Américo de Campos;SP;2015;Água e Esgoto;5.942;4.986;4.986;4.986;4.976
350190;Amparo;SP;2015;Água e Esgoto;70.280;55.314;55.310;55.310;52.544
350210;Andradina;SP;2015;Água e Esgoto;57.250;53.437;54.716;53.437;52.368
350220;Angatuba;SP;2015;Água e Esgoto;24.161;17.354;19.162;17.354;15.458
350230;Anhembi;SP;2015;Água e Esgoto;6.307;4.765;4.927;4.765;4.645
